21, 17, 18, 46, 41, 56, 45, 53, 25, 13
24, 24, 25, 28, 33, 56, 46, 47, 43, 16
23, 11, 14, 18, 19, 41, 19, 31, 26, 7
297, 207, 258, 297, 361, 515, 382, 491, 339, 136
14, 8, 15, 24, 31, 49, 39, 46, 26, 14
19, 18, 16, 16, 16, 36, 33, 59, 37, 8
7, 14, 14, 19, 19, 39, 37, 37, 14, 6
19, 16, 22, 37, 44, 45, 47, 55, 45, 15
4, 6, 6, 14, 14, 28, 18, 26, 27, 9
43, 33, 26, 32, 43, 79, 49, 61, 35, 10
19, 19, 17, 20, 28, 40, 37, 55, 34, 14
0, 1, 0, 2, 5, 8, 7, 6, 3, 2
22, 18, 24, 27, 31, 63, 35, 59, 37, 7
29, 35, 22, 27, 18, 48, 37, 43, 28, 12
4, 11, 8, 7, 15, 20, 21, 26, 19, 6
6, 3, 6, 13, 16, 30, 25, 18, 18, 7
18, 22, 21, 28, 39, 59, 42, 46, 31, 14
11, 12, 8, 11, 12, 21, 22, 29, 18, 13
11, 6, 8, 15, 21, 37, 28, 34, 21, 8
1, 0, 6, 2, 5, 10, 3, 6, 7, 1
16, 24, 12, 19, 22, 40, 30, 40, 40, 10
9, 4, 12, 10, 12, 31, 21, 26, 18, 7
0, 0, 2, 3, 5, 9, 9, 13, 6, 4
18, 17, 19, 25, 59, 68, 50, 61, 44, 12
10, 9, 13, 10, 12, 19, 19, 18, 13, 7
8, 8, 20, 11, 16, 20, 14, 25, 25, 6
12, 12, 14, 11, 20, 28, 20, 39, 25, 10
7, 9, 14, 16, 7, 20, 13, 15, 11, 5
13, 12, 17, 25, 17, 28, 15, 39, 19, 2
14, 10, 11, 11, 21, 31, 23, 33, 29, 7
18, 19, 22, 23, 36, 55, 35, 44, 22, 14
14, 17, 21, 19, 27, 52, 37, 49, 30, 7
22, 13, 27, 23, 28, 57, 38, 45, 41, 12
2, 2, 5, 2, 3, 8, 9, 7, 3, 2
12, 9, 16, 22, 33, 36, 24, 39, 35, 12
5, 5, 13, 16, 12, 58, 22, 32, 20, 12
10, 18, 17, 24, 43, 47, 35, 42, 28, 12
4, 4, 4, 8, 7, 9, 8, 13, 8, 10
14, 9, 11, 27, 26, 46, 24, 42, 33, 6
34, 30, 31, 33, 35, 56, 41, 62, 51, 8
2, 4, 8, 8, 14, 29, 20, 28, 19, 10
