18, 20, 19, 22, 38, 62, 44, 56, 35, 17
18, 10, 18, 18, 20, 32, 30, 42, 22, 13
314, 232, 233, 274, 365, 518, 391, 534, 344, 132
6, 10, 22, 24, 27, 39, 39, 47, 30, 13
22, 12, 12, 29, 17, 30, 25, 45, 29, 5
9, 9, 8, 25, 30, 44, 19, 34, 24, 10
26, 23, 22, 35, 51, 76, 49, 63, 31, 14
10, 9, 9, 14, 12, 27, 27, 26, 16, 6
16, 20, 24, 26, 39, 65, 44, 64, 39, 12
15, 17, 13, 25, 41, 47, 43, 53, 31, 7
1, 0, 0, 2, 3, 7, 8, 9, 5, 0
25, 31, 27, 29, 35, 56, 50, 56, 27, 11
37, 28, 24, 25, 21, 49, 36, 39, 34, 16
11, 5, 4, 10, 12, 17, 9, 23, 9, 7
6, 6, 3, 11, 19, 33, 30, 24, 26, 10
21, 15, 22, 41, 41, 57, 36, 45, 30, 4
10, 17, 15, 16, 13, 19, 17, 40, 19, 7
11, 4, 5, 11, 16, 33, 28, 41, 22, 6
0, 1, 3, 3, 8, 6, 7, 7, 8, 2
21, 17, 20, 17, 22, 39, 37, 45, 33, 4
8, 13, 9, 11, 14, 32, 24, 36, 25, 8
2, 2, 0, 5, 4, 5, 6, 17, 9, 2
12, 13, 20, 24, 36, 55, 43, 66, 42, 19
12, 11, 11, 11, 14, 30, 24, 25, 22, 14
4, 15, 15, 11, 22, 18, 19, 30, 24, 6
16, 15, 12, 18, 16, 33, 34, 34, 20, 14
13, 13, 12, 8, 15, 17, 22, 20, 10, 5
14, 17, 8, 15, 19, 24, 30, 33, 23, 4
14, 20, 24, 17, 17, 29, 30, 33, 31, 13
18, 15, 29, 34, 40, 51, 27, 42, 27, 13
11, 13, 24, 22, 31, 54, 42, 35, 34, 10
16, 22, 15, 39, 25, 59, 25, 54, 22, 13
2, 1, 2, 8, 5, 7, 7, 12, 5, 6
14, 14, 11, 25, 24, 33, 32, 46, 22, 9
8, 7, 11, 16, 31, 36, 17, 22, 18, 7
20, 16, 16, 26, 45, 64, 27, 49, 21, 11
6, 4, 3, 4, 10, 11, 14, 17, 10, 5
15, 17, 13, 19, 20, 31, 38, 54, 40, 18
31, 26, 32, 42, 46, 55, 46, 50, 44, 21
4, 4, 7, 8, 15, 36, 16, 26, 21, 4
