county1, county2, distance, net_mig
19, 22, 1605, -431
19, 23, 1084, -514
19, 24, 1148, -485
19, 25, 837, 38
19, 26, 1167, 28
19, 27, 1366, -481
19, 28, 1071, -384
19, 29, 808, 185
19, 30, 709, -330
19, 31, 1481, 185
19, 32, 1615, -358
19, 33, 546, 449
19, 34, 1018, 196
19, 35, 818, 21
19, 36, 1053, -84
19, 37, 437, 154
19, 38, 821, 320
19, 39, 390, 31)
19, 40, 1115, -47
19, 41, 583, 57
19, 42, 983, -138
19, 43, 1326, 91
19, 44, 1664, 220
19, 45, 910, 39
19, 46, 1024, 33
19, 47, 1620, 141
19, 48, 863, 7
19, 49, 452, 82
19, 50, 817, 205
19, 51, 1503, 298
19, 52, 1028, 108
19, 53, 1563, 14
19, 54, 619, 33
19, 55, 1460, 197
19, 56, 725, 54
19, 57, 728, 29
19, 58, 906, 63
19, 59, 791, 180
19, 60, 973, 40
19, 61, 908, 41
19, 62, 939, 150
19, 63, 391, 69
19, 64, 844, 65
19, 65, 757, 99
19, 66, 1761, -34
19, 67, 582, 49
19, 68, 700, 39
19, 69, 505, 49
19, 70, 1554, 3
19, 71, 1432, 4
19, 72, 1137, -16
19, 73, 821, 1
20, 21, 1683, 27
20, 22, 1876, 33
20, 23, 1304, 10
20, 24, 1414, 35
20, 25, 838, -33
20, 26, 1271, -1
20, 27, 1541, 29
20, 28, 1320, 30
20, 29, 656, -46
20, 30, 1143, 4
20, 31, 1456, -25
20, 32, 1885, -52
20, 33, 834, -37
20, 34, 1243, 7
20, 35, 759, -44
20, 36, 1360, 43
20, 37, 818, -12
20, 38, 715, -62
20, 39, 286, -23
20, 40, 1419, 14
20, 41, 379, 76
20, 42, 1251, 1
20, 43, 1480, -12
20, 44, 1609, -13
20, 45, 1264, 11
20, 46, 1286, 1
20, 47, 1891, -25
20, 48, 587, -5
20, 49, 571, -11
20, 50, 682, -12
20, 51, 1499, -32
20, 52, 975, -16
20, 53, 1821, -7
20, 54, 326, 26
20,55, 1431, -50
20, 56, 1156, -8
20, 57, 582, 49
20, 58, 968, -33
20, 59, 618, -70
20, 60, 1005, -23
20, 61, 950, -32
20, 62, 955, -27
20, 63, 644, -29
20, 64, 970, -13
20, 65, 1008, -7
20, 66, 2055, -2
20, 67, 527, -9
20, 68, 510, -23
20, 69, 662, -1
20, 70, 1750, 1
20, 71, 1603, 4
20, 72, 1453, 24
20, 73, 498, 2
21, 22, 268,-18
21, 23, 444, -119
21, 24, 294, -64
21, 25, 2191, -6
21, 26, 692, 203
21, 27, 465, 127
21, 28, 390, 39
21, 29, 1282, -71
21, 30, 750, 286
21, 31, 1044, -12
21, 32, 277, 346
21, 33, 855, 147
21, 34, 482, 21
21, 35, 2186, -16
21, 36, 2098, -58
21, 37, 933, 49
21, 38, 2192, -207
21, 39, 1398, -29
21, 40, 264, -112
21, 41, 1934, -44
21, 42, 436, -67
21, 43, 531, -14
21, 44, 1189, -99
21, 45, 467, -48
21, 46, 2148, -6
21, 47, 280, 242
21, 48, 1483, -21
21, 49, 1114, 5
21, 50, 2188, -57
21, 51, 994, -124
21, 52, 1075, 11
21, 53, 265, -177
21, 54, 1943, -51
21, 55, 1048, -75
21, 56, 732, -26
21, 57, 2097, -60
21, 58, 2231, -43
21, 59, 2159, -95
21, 60, 2305, 66)
21, 61, 2241, -38
21, 62, 2282, -56
21, 63, 1046, 0
21, 64, 794, -7
21, 65, 676, -30
21, 66, 390, -15
21, 67, 1222, -73
21, 68, 1357, -45
21, 69, 1024, -7
21, 70, 438, -4
21, 71, 481, -31
21, 72, 234, -35
21, 73, 1550, -3
22, 23, 577, -13
22, 24, 464, 43
22, 25, 2435, -14
22, 26, 739, 324
22, 27, 442, -102
22, 28, 555, -90
22, 29, 1406, -167
22, 30, 1014, 661
22, 31, 999, 3
22, 32, 10, 949
22, 33, 1070, 177
22, 34, 634, 18
22, 35, 2423, -82
22, 36, 2365, -10
22, 37, 1171, 85
22, 38, 2425, -351
22, 39, 1589, -18
22, 40, 492, -79
22, 41, 2152, -114
22, 42, 630, -34
22, 43, 524, -18
22, 44, 1109, -74
22, 45, 721, -66
22, 46, 2414, -62
22, 47, 15, 301
22, 48, 1604, -23
22, 49, 1305, -2
22, 50, 2418, -46
22, 51, 937, -145
22, 52, 1150, -26
22, 53, 71, -64
22, 54, 2154, -78
22, 55, 1009, -61
22, 56, 995, 8
22, 57, 2325, -102
22,58, 2481, -86
22, 59, 2384, -106
22, 60, 2554, 49
22, 61, 2490, -40
22, 62, 2529, -48
22, 63, 1257, -31
22, 64, 934, -54
22, 65, 872, -45
22, 66, 196, -41
22, 67, 1385, -21
22, 68, 1501, -36
22, 69, 1214, -48
22, 70, 294, -38
22, 71, 419, -29
22, 72, 479, -181
22, 73, 1683, -12
23, 24, 154, -205
23, 25, 1922, -2
23, 26, 293, 615
23, 27, 292, 188
23, 28, 79, -51
23, 29, 843, -64
23, 30, 669, -755
23, 31, 710, 8
23,32, 586, 212
23, 33, 538, 294
23, 34, 65, 105
23, 35, 1897, -17
23, 36, 1981, -62
23, 37, 678, 127
23, 38, 1890, -219
23, 39, 1017, -5
23, 40, 251, -19
23, 41, 1599, -84
23, 42, 150, -121
23, 43, 279, -45
23, 44, 889, 24
23, 45, 389, -54
23, 46, 2003, -80
23, 47, 592, 425
23, 48, 1043, -6
23, 49, 735, -3
23, 50, 1878, -26
23, 51, 680, -16
23, 52, 634, 6
23, 53, 518, -73
23, 54, 1592, -41
23, 55, 705, 15
23, 56, 656, -46
23, 57, 1781, -71
23, 58, 1987, -85
23, 59, 1838, -35
23, 60, 2056, 72
23, 61, 1991, -15
23, 62, 2024, -12
23, 63, 708, 9
23, 64, 359, -4
23, 65, 326, 4
23, 66, 766, -43
23, 67, 807, -89
23, 68, 927, -33
23, 69, 646, 13
23, 70, 470, -15
23, 71, 357, 1
23, 72, 300, -68
23, 73, 1115, -3
24, 25, 1984, -51
24, 26, 434, 34
24, 27, 321, 208
24, 28, 97, -146
24, 29, 988, -104
24, 30, 636, -160
24, 31, 832, -77
24, 32, 474, 1059
24, 33, 608, 322
24, 34, 188, 85
24, 35, 1967, -51
24, 36, 1983, 11
24, 37, 721, 21
24, 38, 1966, -431
24, 39, 1127, -34
24, 40, 119, -108
24,41, 1688, -197
24, 42, 167, -192
24, 43, 347, -33
24, 44, 1002, -64
24, 45, 331, 4
24, 46, 2016, -109
24, 47, 480, 349
24, 48, 1189, -8
24, 49, 842, -48
24, 50, 1957, -88
24, 51, 795, -181
24, 52, 789, -22
24, 53, 416, -77
24, 54, 1689, -90
24, 55, 831, -83
24, 56, 621, -30
24, 57, 1863, -120
24, 58, 2038, -111
24, 59, 1922, -166
24, 60,2110, 95
24, 61, 2045, -34
24, 62, 2081, -93
24, 63, 792, -19
24, 64, 500, 9
24, 65, 408, -20
24, 66, 641, -62
24, 67, 935, -61
24, 68, 1065, -59
24, 69, 751, -11
24, 70, 436, -2
24, 71, 374, -18
24, 72, 161, -122
24, 73, 1257, -8
25, 26, 1984, -85
25, 27, 2201, -55
25, 28, 1908, 15
25, 29, 1474, 51
25, 30, 1473, -80
25, 31, 2248, 0
25, 32, 2445, -163
25, 33, 1384, -130
25, 34, 1856, -62
25, 35, 109, 47
25, 36, 750, 49
25, 37, 1264, -57
25, 38, 186, 270
25, 39, 1028, 20
25, 40, 1943, -37
25, 41, 467, 96
25, 42, 1819, 5
25, 43, 2158, -12
25, 44, 2416, 4
25, 45, 1724, 23
25, 46, 624, 14
25, 47, 2450, -68
25, 48, 1425, 10
25, 49, 1241, -34
25, 50, 236, -66
25, 51, 2282, 6
25, 52, 1769, -43
25, 53, 2397, -22
25, 54, 550, 44
25, 55, 2225, -63
25, 56, 1491, 12
25, 57, 292, 89
25, 58, 149, 98
25, 59, 305, 64
25, 60, 168, -13
25, 61, 120, 31
25, 62, 117, -40
25, 63, 1220, -10
25, 64, 1660, 4
25, 65, 1595, -2
25, 66, 2582, 14
25, 67, 1295, 68
25, 68, 1331, 56
25, 69, 1315, -4
25, 70, 2392, 8
25, 71, 2267, -7
25, 72, 1960, 74
25, 73, 1335, 4
26, 27, 308, 405
26, 28, 373, -46
26, 29, 697, 134
26, 30, 911, -625
26, 31, 425, 153
26, 32, 745, -1011
26, 33, 657, 458
26, 34, 311, 601
26, 35, 1944, 38
26, 36, 2148, -88
26, 37, 826, 141
26, 38, 1924, 265
26, 39, 997, 19
26, 40, 542, -120
26, 41, 1609, -9
26, 42, 424, -31
26, 43, 229, 89
26, 44, 611, 114
26, 45, 664, 0
26, 46, 2152, -40
26, 47, 753, -529
26, 48, 886, 2
26, 49, 745, 81
26, 50, 1905, 240
26, 51, 406, 279
26, 52, 411, 108
26, 53, 670, -38
26, 54, 1585, -16
26, 55, 417, 107
26, 56, 901, -68
26, 57, 1804, -13
26, 58, 2069, 45
26, 59, 1855, 150
26, 60, 2132, 10
26, 61, 2068, 26
26, 62, 2094, 170
26, 63, 776, 45
26, 64, 324, 71
26, 65, 472, 74
26, 66, 935, -28
26, 67, 744, 22
26, 68, 815, 19
26, 69, 669, 61
26, 70, 516, -20
26, 71, 357, 88
26, 72, 590, -198
26, 73, 975, -17
27, 28, 337, -130
27, 29, 1000, 1
27, 30, 945, -853
27, 31, 582, 46
27, 32, 447, -211
27, 33, 823, 629
27, 34, 355, 316
27, 35, 2172, -29
27, 36, 2272, -72
27, 37, 969, 224
27, 38, 2160, -100
27, 39, 1259, -9
27, 40, 436, 62
27, 41, 1859, -116
27, 42, 431, -124
27, 43, 82, 122
27, 44, 724, 130
27, 45, 647, -47
27, 46, 2295, -10
27, 47, 454, 201
27, 48, 1193, -9
27, 49, 987, 14
27, 50, 2146, 107
27, 51, 529, 110
27, 52, 719, 87
27, 53, 371, -58
27, 54, 1844, -44
27, 55, 588, 1
27, 56, 931, -5
27, 57, 2047, -111
27, 58, 2271, -44
27, 59, 2102, -6
27, 60, 2339, 1
27, 61, 2274, 34
27, 62, 2306, 20
27, 63, 982, 13
27, 64, 571, 0
27, 65, 612, 58
27, 66, 635, -78
27, 67, 1022, -5
27, 68, 1112, -28
27, 69, 901, -8
27, 70, 212, -24
27, 71, 66, 61
27, 72, 468, -92
27, 73, 1279, -9
28, 29, 892, -120
28, 30, 609, -893
28, 31, 789, -37
28, 32, 564, 61
28, 33, 526, 431)
28, 34, 92, 75
28, 35, 1888, -43
28, 36, 1938, -102
28, 37, 652, 118
28, 38, 1884, -198
28, 39, 1033, -55
28, 40, 174, 32
28, 41, 1602, -227
28, 42, 95, -31
28, 43, 340,-8
28, 44, 966, 30
28, 45, 318, -74
28, 46, 1964, -20
28, 47, 571, 268
28, 48, 1092, -2
28, 49, 749, 38
28, 50, 1874, 30
28, 51, 758, -76
28, 52, 702, 17
28, 53, 503, -178
28, 54, 1600, -53
28, 55, 784, -43
28, 56, 595, -21
28, 57, 1779, -116
28,58, 1967, -82
28, 59, 1837, -61
28, 60, 2038, 30
28, 61, 1973, -76
28, 62, 2008, -19
28, 63, 706, -18
28, 64, 404, -7
28, 65, 320, 5
28, 66, 736, -26
28, 67, 838, -60
28, 68, 968, -17
28, 69, 658, -4
28, 70, 491, -24
28, 71, 399, -32
28, 72, 223, -86
28, 73, 1160, -5
29, 30, 1052, -194
29, 31, 803, -227
29, 32, 1413, -449
29, 33, 635, -420
29, 34, 800, -200
29, 35, 1406, 57
29, 36, 1858, 109
29, 37, 758, -151
29, 38, 1368, 625
29, 39, 457, 46
29, 40, 1044, -89
29, 41, 1033, 130
29, 42, 862, -21
29, 43, 925, -53
29, 44, 952, -203
29, 45, 997, 8
29, 46, 1817, 21
29, 47, 1420, -221
29, 48, 200, 12
29, 49, 410, -146
29, 50, 1337, -225
29, 51, 850, -255
29, 52, 328, -174
29, 53, 1340, -94
29, 54, 982, 61
29, 55, 778, -144
29, 56, 1055, 83
29, 57, 1237, 112
29, 58, 1590, 155
29, 59, 1275, -136
29, 60, 1638, -42
29, 61, 1579, 53
29, 62, 1591, -61
29, 63, 553, -18
29, 64, 488, 22
29, 65, 669, 13
29, 66, 1600, 80
29, 67, 230, 120
29, 68, 146, 68
29, 69, 434, -29
29, 70, 1211, 20
29, 71, 1053, 9
29, 72, 1091, 198
29, 73, 279, 4
30, 31, 1331, 151
30, 32, 1023, 985
30, 33, 417, 695
30, 34, 620, 690
30, 35, 1483, 1
30, 36, 1356, -1342
30, 37, 333, 278
30, 38, 1501, 187
30, 39, 904, -3
30, 40, 546, 575
30, 41, 1292, 46
30, 42, 519, 406
30, 43, 947, 247
30, 44, 1521, 248
30, 45, 307, -504
30, 46, 1400, -121
30, 47, 1027, 561
30, 48, 1216, 1
30, 49, 685, 71
30, 50, 1506, 227
30, 51, 1317, 252
30, 52, 1052, 89
30, 53, 993, 255
30, 54, 1326, 8
30, 55, 1320, 187
30, 56, 18, -544
30, 57, 1425, 18
30, 58, 1497, 37
30, 59, 1490, 167
30, 60, 1573, 89
30, 61, 1511, 53
30, 62, 1554, 127
30, 63, 546, 64
30, 64, 704, 57
30, 65, 466, 105
30, 66, 1131, -444
30, 67, 869, 20
30, 68, 1040, 2
30, 69, 627, 53
30, 70, 1070, 49
30, 71, 1005, 120
30, 72, 542, -1027
30, 73, 1235, -2
31, 32, 1001, -321
31, 33, 1031, -266
31, 34, 735, -149
31, 35, 2191, 46
31, 36, 2508, 44
31, 37, 1206, -100
31, 38, 2159, 390
31, 39, 1221, 31
31, 40, 949, -51
31, 41, 1827, 83
31, 42, 848, 9
31, 43, 513, -35
31, 44, 192,-136
31, 45, 1089, 19
31, 46, 2498, 23
31, 47, 1008, -171
31, 48, 936, 14
31, 49, 1030, 16
31, 50, 2131, -44
31, 51, 70, -132
31, 52, 482, -27
31, 53, 929, 55
31, 54, 1782, 46
31, 55, 25, 65
31, 56, 1322, 41
31, 57, 2030, 57
31, 58, 2351, 88
31, 59, 2072, 249
31, 60, 2407, -19
31, 61, 2344, 43
31, 62, 2363, -12
31, 63, 1106, 6
31, 64, 672, 1
31, 65, 876, -14
31, 66, 1178, 58
31, 67, 953, 69
31, 68, 948, 46
31, 69, 978, -10
31, 70, 710, 5
31, 71, 583, 1
31, 72, 994, 76
31, 73, 1040, 4
32, 33, 1080, 1061
32, 34, 643, 397
32, 35, 2433, 77
32, 36, 2375, -574
32, 37, 1180, 285
32, 38, 2435, 615
32, 39, 1598, 44
32, 40, 502, -524
32, 41, 2162, 137
32, 42, 640, 28
32, 43, 528, 238
32, 44, 1110, 463
32, 45, 731, -237
32, 46, 2424, -8
32, 47, 7, 661
32, 48, 1611, 22
32, 49, 1314, 145
32, 50, 2428, 416
32, 51, 939, 522
32, 52, 1156, 270
32, 53, 76, 127
32, 54, 2163, 70
32, 55, 1012, 415
32, 56, 1005, -261
32, 57, 2334, 97
32, 58, 2491, 146
32, 59, 2394, 421
32, 60, 2564, 188
32, 61, 2500, 88
32, 62, 2539, 305
32, 63, 1266, 119
32, 64, 942, 176
32, 65, 882, 171
32, 66, 189, -152
32, 67, 1393, 112
32, 68, 1509, 80
32, 69, 1223, 91
32, 70, 295, 0
32, 71, 423, 80
32, 72, 489, -509
32, 73, 1690, 10
33, 34, 472, -602
33, 35, 1362, 85
33, 36, 1491, 112
33, 37, 174, 396
33, 38, 1358, 688
33, 39, 558, 73
33, 40, 591, 137
33, 41, 1082, 119
33, 42, 441, 127
33, 43, 788, -3
33, 44, 1224, 455
33, 45, 433, 162
33, 46, 1496, 62
33, 47, 1086, -310
33, 48, 802, 25
33, 49, 291, 175
33, 50, 1349, 465
33, 51, 1036, 506
33, 52, 669, 200
33, 53, 1025, 120
33, 54, 1088, 56
33, 55, 1015, 463
33, 56, 420, 44
33, 57, 1254, 94
33, 58, 1449, 131
33, 59, 1313, 388
33, 60, 1518, -4
33, 61, 1453, 111
33, 62, 1486, 278
33, 63, 191, 131
33, 64, 360, 149
33, 65, 211, 98
33, 66, 1238, 40
33, 67, 460, 92
33, 68, 630, 74
33, 69, 217, 104
33, 70, 1008, 13
33, 71, 889, -14
33, 72, 622, 75
33, 73, 828, 4
34, 35, 1831, 13
34, 36, 1920, -10
34, 37, 613, 195
34, 38, 1824, 109
34, 39, 956, 14
34, 40, 259, 24
34, 41, 1535, -29
34, 42, 113, 58
34, 43, 336, 62
34, 44, 919, 219
34, 45, 354, -4
34, 46, 1940, -23
34, 47, 649, -233
34, 48, 1000, 4
34, 49, 673, 68
34, 50, 1813, 232
34, 51, 711, 161
34, 52, 613, 131
34, 53, 578, -46
34, 54, 1529, -36
34, 55, 728, 158
34, 56, 608, 2
34, 57, 1716, -9
34, 58, 1921, 47
34, 59, 1773, 141
34, 60, 1990, -23
34, 61, 1925, 27
34, 62, 1958, 141
34, 63, 643, 45
34, 64, 312, 42
34, 65, 260, 48
34, 66, 820, -14
34, 67, 752, -5
34, 68, 878, -3
34, 69, 583, 44
34, 70, 535, -23
34, 71, 421, -20
34, 72, 309, -79
34, 73, 1069, -7
35, 36, 854, 28
35, 37, 1253, -25
35, 38, 76, -80
35, 39, 969, -26
35, 40, 1933, -5
35, 41, 381, 133
35, 42, 1801, 19
35, 43, 2125, -18
35, 44, 2354, -23
35, 45, 1721, 5
35, 46, 730, 6
35, 47, 2439, -36
35, 48, 1346, 22
35, 49, 1198, -23
35, 50, 126, -38
35,51, 2227, -47
35, 52, 1709, -39
35, 53, 2382, 2
35, 54, 457, 48
35, 55, 2167, -66
35, 56, 1501, -15
35, 57, 191, 90
35, 58, 258, -51
35, 59, 196, -61
35, 60, 264, -39
35, 61, 227, -53
35, 62, 209, -27
35, 63, 1190, -30
35, 64, 1621, -9
35, 65, 1571, -8
35, 66, 2576, 11
35, 67, 1238, 0
35, 68, 1261, 9
35, 69, 1276, -2
35, 70, 2366, 2
35, 71, 2238, 20
35, 72, 1953, 47
35, 73, 1254, 8
36, 37, 1322, -24
36, 38, 928, -234
36, 39, 1413, -25
36, 40, 1902, -10
36, 41, 1090, -170
36, 42, 1843, -33
36, 43, 2256, -50
36, 44, 2697, -26
36, 45, 1662, -29
36, 46, 137, 43
36, 47, 2378, 26
36, 48, 1886, -8
36, 49, 1498, -50
36, 50, 975, -112
36, 51, 2521, -67
36, 52, 2076, -4
36, 53, 2349, -21
36, 54, 1186, -64
36, 55, 2489, -17
36, 56, 1374, 4
36, 57, 997, -109
36, 58, 624, -69
36, 59, 1033, -185
36, 60, 674, 31
36, 61, 661, -22
36, 62, 709, -65
36, 63, 1403, 5
36, 64, 1842, -12
36, 65, 1683, -65
36, 66, 2464, 21
36, 67, 1634, -40
36, 68, 1739, -51
36, 69, 1535, -31
36, 70, 2420, -21
36, 71, 2336, -34
36, 72, 1899, -76
36, 73, 1822, -3
37, 38, 1258, 270
37, 39, 570, 13
37, 40, 679, 64
37, 41, 1009, 57
37, 42, 559, 9
37, 43, 942, 9
37, 44, 1398, 163
37, 45, 474, 47
37, 46, 1332, 32
37, 47, 1186, -89
37, 48, 904, 9
37, 49, 363, 82
37, 50, 1254, 187
37, 51, 1210, 191
37, 52, 834, 75
37, 53, 1132, 38
37, 54, 1030, 19
37, 55, 1189, 155
37, 56, 344, 17
37, 57, 1165, 45
37, 58, 1317, 61
37, 59, 1227, 158
37,60, 1388, 10
37, 61, 1324, 40
37, 62, 1360, 107
37, 63, 218, 42
37, 64, 534, 51
37, 65, 362, -2
37, 66, 1324, 11
37, 67, 554, 31
37, 68, 725, 26
37, 69, 324, 40
37, 70, 1142, 9
37, 71, 1035, 2
37, 72, 699, 1
37, 73, 912, 6
38, 39, 940, 45
38, 40, 1936, -86
38, 41, 335, 135
38, 42, 1799, 32
38, 43, 2111, -50
38, 44, 2319, -271
38, 45, 1729, 99
38, 46, 806, 106
38, 47, 2440, -395
38, 48, 1299, 13
38, 49, 1180, -237
38, 50, 50, -362
38, 51, 2197, -503
38, 52, 1677, -327
38, 53, 2382, -89
38, 54, 402, 64
38, 55, 2135, -696
38, 56, 1518, -183
38, 57, 133, 138
38, 58, 334, 179
38, 59, 123, -223
38, 60, 333, -49
38, 61, 301, 38
38, 62, 279, -118
38, 63, 1181, -51
38, 64, 1604, 25
38, 65, 1566, 24
38, 66, 2582, 133
38, 67, 1208, 147
38, 68, 1222, 69
38, 69, 1261, -45
38, 70, 2358, 42
38, 71, 2226, 64
38, 72, 1958, 356
38, 73, 1204, 13
39, 40, 1135, -5
39, 41, 615, 95
39, 42, 965, -3
39, 43, 1200, -1
39, 44, 1388, -27
39, 45, 991, 24
39, 46, 1365, 7
39, 47, 1604, -27
39, 48, 476, 12
39, 49, 284, -17
39, 50, 916, -38
39, 51, 1257, -47
39, 52, 741, -15
39, 53, 1534, -9
39, 54, 588, 40
39, 55, 1197, -53
39, 56, 915, -1
39, 57, 814, 63
39, 58, 1137, -27
39, 59, 861, -59
39, 60, 1189, -32
39, 61, 1128, -1
39, 62, 1144, -17
39, 63, 373, -1
39, 64, 688, 2
39, 65, 723, 2
39, 66, 1769, 20
39, 67, 268, 2
39, 68, 327, 42
39, 69, 375, 1
39, 70, 1466, -1
39, 71, 1322, 6
39, 72, 1170, 20
39, 73, 430, 6
40, 41, 1672, -43
40, 42, 182, -100
40, 43, 466, -31
40, 44, 1120, 144
40, 45, 240, -75
40, 46, 1941, 9
40, 47, 507, 8
40, 48, 1243, -7
40, 49, 851, 4
40, 50, 1931, 75
40, 51, 913, 32
40, 52, 873, 16
40, 53, 458, -87
40, 54, 1680, -12
40, 55, 947, 107
40, 56, 529, -44
40, 57, 1839, 9
40, 58, 1989, -4
40, 59, 1899, 75
40, 60, 2063, 26
40, 61, 1998, 12
40, 62, 2036, 63
40, 63, 782, 42
40, 64, 558, -7
40, 65, 414, -47
40, 66, 647, -6
40, 67, 966, 15
40, 68, 1107, -32
40, 69, 761, 43
40, 70, 526, -2
40, 71, 484, -6
40, 72, 49, -3
40, 73, 1304, -5
41, 42, 1521, 78
41, 43, 1805, -9
41, 44, 1985, -55
41, 45, 1483, 31
41, 46, 993, 27
41, 47, 2168, -107
41, 48, 965, -40
41, 49, 872, -57
41, 50, 304, -81
41, 51, 1867, -99
41, 52, 1344, -56
41, 53, 2104, 52
41, 54, 95, -70
41, 55, 1802, -167
41, 56, 1309, -5
41, 57, 203, -143
41, 58, 606, -112
41, 59, 246, -170
41, 60, 635, -76
41, 61, 585, -132
41, 62, 583, -92
41, 63, 895, -90
41, 64, 1293, -61
41, 65, 1281, -31
41, 66, 2319, -60
41, 67, 880, -77
41, 68, 887, -124
41, 69, 957, -60
41, 70, 2062, -29
41, 71, 1923, -60
41, 72, 1699, 30
41, 73, 872, -1
42, 43, 428, 7
42, 44, 1031, 9
42, 45, 241, 4
42, 46, 1869, 13
42, 47, 646, -9
42, 48, 1061, -3
42, 49, 681, 25
42, 50, 1790, 64
42, 51, 823, 84
42, 52, 706, -47
42, 53, 583, -12
42, 54, 1523, -32
42, 55, 842, 0
42, 56, 506, -11
42, 57, 1696, -76
42, 58, 1876, -38
42, 59, 1755, -59)
42, 60, 1947, 24
42, 61, 1882, -13
42, 62, 1917, -6
42, 63, 626, 30
42, 64, 378, -64
42, 65, 243, -60
42, 66, 804, 55
42, 67, 786, -20
42, 68, 926, -32
42, 69, 590, 9
42, 70, 585, -7
42, 71, 493, -13
42, 72, 228, -2
42, 73, 1122, -8
43, 44, 666, 57
43, 45, 658, 48
43, 46, 2273, 40
43, 47, 536, -100
43, 48, 1116, 5
43, 49, 933, 28
43, 50, 2095, 70
43, 51, 464, 47
43, 52, 639, 3
43, 53, 452, 18
43, 54, 1787, -13
43, 55, 517, 59
43, 56, 934, 9
43, 57, 1995, 13
43, 58, 2232, 5
43, 59, 2049, 29
43, 60, 2299, -23
43, 61, 2234, 3
43, 62, 2264, 20
43, 63, 938, 25
43, 64, 512, -16
43, 65, 580, 4
43, 66, 717, 16
43, 67, 957, -15
43, 68, 1040, 1
43, 69,850, 19
43, 70, 286, -6
43, 71, 128, -17
43, 72, 504, 8
43, 73, 1204, -2
44, 45, 1273, 99
44, 46, 2684, 35
44, 47, 1116, -159
44, 48, 1063, 7
44, 49, 1212, 60
44, 50, 2289, 48
44, 51, 208, 215
44, 52, 647, -15
44, 53, 1043, 131
44, 54, 1935, 28
44, 55, 208, 172
44, 56, 1512, 96
44, 57, 2188, 37
44, 58, 2523, 34
44, 59, 2227,174
44, 60, 2577, -12
44, 61, 2515, 14
44, 62, 2532, 79
44, 63, 1293, 41
44, 64, 864, -14
44, 65, 1068, 5
44, 66, 1275, 56
44, 67, 1121, 33
44, 68, 1099, 15
44, 69, 1163, 21
44, 70, 815, 8
44, 71, 712, 21
44, 72, 1163, 131
44, 73, 1167, 2
45, 46,1701, 12
45, 47, 735, -13
45, 48, 1187, -14
45, 49, 721, 13
45, 50, 1727, -102)
45, 51, 1065, -86
45, 52, 903, -19
45, 53, 694, 12
45, 54, 1500, -6
45, 55, 1082, -18
45, 56, 291, -24
45, 57, 1639, -45
45, 58, 1763, -48
45, 59, 1701, -49
45, 60, 1838, -4
45, 61, 1774, -6
45, 62, 1814, -114
45, 63, 620, -27
45, 64, 550, -52
45, 65, 328, -24
45, 66, 858, -21
45, 67, 870, -19
45, 68, 1030, -23
45, 69, 637, -21
45, 70, 763, 13
45, 71, 703, -28
45, 72, 242, -39
45, 73, 1231, -11
46, 47, 2427, -36
46, 48, 1831, -7
46, 49, 1475, -5
46, 50, 854, -39
46, 51, 2514, -75
46, 52, 2053, -37
46, 53, 2393, 8
46, 54, 1088, -7
46, 55, 2478, -21
46, 56, 1418, -21
46, 57, 883, -44
46, 58, 492, -29
46, 59, 915, -12
46, 60, 538, 7
46, 61, 529, -33
46, 62, 575, -29
46, 63, 1392, -3
46, 64, 1840, -17
46, 65, 1695, -7
46, 66, 2521, 17
46, 67, 1599, -8
46, 68, 1693, -6
46, 69, 1520, -34
46, 70, 2451, 4
46, 71, 2359, -2
46, 72, 1941, 0
46, 73, 1762, 3
47, 48, 1618, 10
47, 49, 1320, 83
47, 50, 2433, 216
47, 51, 946, 228
47, 52, 1163, 89
47, 53, 83, 1
47, 54, 2169, 32
47, 55, 1019, 208
47, 56, 1009, -35
47, 57, 2340, 53
47, 58, 2496, 72
47, 59, 2400, 187
47, 60, 2569, 49
47, 61, 2505, 48
47, 62, 2544, 125
47, 63, 1272, 79
47, 64, 949, 85
47, 65, 888, 92
47, 66, 182, -18
47, 67, 1400, 61
47, 68, 1516, 39
47, 69, 1229, 42
47, 70, 301, 12
47, 71, 430, 38
47, 72, 493, -116
47, 73, 1697, 4
48, 49, 541, -10
48, 50, 1262, -10
48, 51, 991, -18
48, 52, 493, -12
48, 53, 1538, -2
48, 54, 899, 20
48, 55, 911, -23
48, 56, 1221, -3
48, 57, 1165, 22
48, 58, 1553, -10
48, 59, 1194, -16
48, 60, 1592, -14
48, 61, 1537, -7
48, 62, 1542, -14
48, 63, 688, -11
48, 64, 688, -12
48, 65, 860, -2
48, 66, 1799, -5
48, 67, 349, -5
48, 68, 180, -10
48, 69, 589, -1
48, 70, 1403, 0
48, 71, 1244, 3
48, 72, 1289, 8
48, 73, 104, 2
49, 50, 1162, -82
49, 51, 1055, -19
49, 52, 578, -32
49, 53, 1251, 45
49, 54, 858, 26
49, 55, 1009, -11
49, 56, 692, 18
49, 57, 1062, 36
49, 58, 1331, 52
49, 59, 1115, 125
49, 60, 1392, -5
49, 61, 1328, 22
49, 62, 1352, -21
49, 63, 146, -15
49, 64, 423, -4
49, 65, 438, 4
49, 66, 1484, 38
49, 67, 192, 30
49, 68, 361, 23
49, 69, 91, -11
49, 70, 1191, 14
49, 71, 1051, 5
49, 72, 888, 29
49, 73, 550, 9
50, 51, 2171, 70
50, 52, 1649, 46
50, 53, 2374, 116
50, 54, 363, 40
50, 55, 2107, 127
50, 56, 1523, 76
