county_1, county_2, net_mig, distance
19, 23, -1, 1084
19, 24, -5, 1148
19, 25, 6, 837
19, 26, -48, 1167
19, 27, -18, 1366
19, 28, 78, 1071
19, 29, 64, 808
19, 30, 29, 709
19, 31, 67, 1481
19, 32, 46, 1615
19, 33, 54, 546
19, 34, -19, 1018
19, 35, 4, 818
19, 36, -4, 1053
19, 37, 10, 437
19, 38, -57, 821
19, 39, -2, 390
19, 40, -17, 1115
19, 41, -83, 583
19, 42, -52, 983
19, 43, 22, 1326
19, 44, 6, 1664
19, 45, -1, 910
19, 46, 5, 1024
19, 47, -24, 1620
19, 48, -12, 863
19, 49, 73, 452
19, 50, 19, 817
19, 51, 89, 1503
19, 52, 12, 1028
19, 53, -28, 1563
19, 54, -27, 619
19, 55, 81, 1460
19, 56, 9, 725
19, 57, -43, 728
19, 58, -15, 906
19, 59, 31, 791
19, 60, -5, 973
19, 61, 23, 908
19, 62, -13, 939
19, 63, 23, 391
19, 64, -27, 844
19, 65, -42, 757
19, 66, -29, 1761
19, 67, -43, 582
19, 68, -7, 700
19, 69, -3, 505
19, 70, -34, 1554
19, 71, 7, 1432
19, 72, -16, 1137
19, 73, -6, 821
20, 21, 14, 1683
20, 22, 6, 1876
20, 23, 0, 1304
20, 24, 12, 1414
20, 25, -46, 838
20, 26, 37, 1271
20, 27, 44,1541
20, 28, 17, 1320
20, 29, -77, 656
20, 30, 22, 1143
20, 31, -54, 1456
20, 32, -4, 1885
20, 33, 44, 834
20, 34, 30, 1243
20, 35, -50, 759
20, 36, 9, 1360
20, 37, 7, 818
20, 38, -125, 715
20, 39, -48, 286
20, 40, -1, 1419
20, 41, 133, 379
20, 42, 23, 1251
20, 43, 2, 1480
20, 44, 10, 1609
20, 45, 13, 1264
20, 46, 13, 1286
20, 47, 42, 1891
20, 48, -5, 587
20, 49, -40, 571
20, 50, -1, 682
20, 51, -55, 1499
20, 52, 6, 975
20, 53, 1, 1821
20, 54, 55, 326
20, 55, -81, 1431
20, 56, -5, 1156
20, 57, 84, 582
20, 58, -58, 968
20, 59, -120, 618
20, 60, 11, 1005
20, 61, -78, 950
20, 62, -28, 955
20, 63, -37, 644
20, 64, -17, 970
20, 65, -1, 1008
20, 66, -28, 2055
20, 67, -31, 527
20, 68, -37, 510
20, 69, 14, 662
20, 70, 8, 1750
20, 71, 5, 1603
20, 72, 35, 1453
20, 73, 6, 498
21, 22, -45, 268
21, 23, -49, 444
21, 24, -30, 294
21, 25, 34, 2191
21, 26, 13, 692
21, 27, -29, 465
21, 28, -8, 390
21, 29, 50, 1282
21, 30, -10, 750
21, 31, 36, 1044
21, 32, 47, 277
21, 33, -14, 855
21, 34, -6, 482
21, 35, 5, 2186
21, 36, 9, 2098
21, 37, 14, 933
21, 38, 72, 2192
21, 39, -1, 1398
21, 40, 4, 264
21, 41, -68, 1934
21, 42, -32, 436
21, 43, -57, 531
21, 44, 54, 1189
21, 45, -21, 467
21, 46, -17, 2148
21, 47, 22, 280
21, 48, -9, 1483
21, 49, 42, 1114
21, 50, 33, 2188
21, 51, 33, 994
21, 52, -9, 1075
21, 53, -44, 265
21, 54, 0, 1943
21, 55, 88, 1048
21, 56, -20, 732
21, 57, -25, 2097
21, 58, -14, 2231
21, 59, 137, 2159
21, 60, 14, 2305
21, 61, 13, 2241
21, 62, -19, 2282
21, 63, 4, 1046
21, 64, -2, 794
21, 65, 4, 676
21, 66, -28, 390
21, 67, 14, 1222
21, 68, -17, 1357
21, 69, -11, 1024
21, 70, -16, 438
21, 71, -9, 481
21, 72, 5, 234
21, 73, -7, 1550
22, 23, 22, 577
22, 24, -29, 464
22, 25, 55, 2435
22, 26, 14, 739
22, 27, 2, 442
22, 28, -20, 555
22, 29, 62, 1406
22, 30, 33, 1014
22, 31, 138, 999
22, 32, -16, 10
22, 33, 9, 1070
22, 34, -26, 634
22, 35, -6, 2423
22, 36, 13, 2365
22, 37, -30, 1171
22, 38, 45, 2425
22, 39, -4, 1589
22, 40, -74, 492
22, 41, -55, 2152
22, 42, -58, 630
22, 43, -17, 524
22, 44, -26, 1109
22, 45, -16, 721
22, 46, -42, 2414
22, 47, -59, 15
22, 48, -18, 1604
22, 49, 76, 1305
22, 50, 13, 2418
22, 51, 167, 937
22, 52, 7, 1150
22, 53, 29, 71
22, 54, -22, 2154
22, 55, 156, 1009
22, 56, 25, 995
22, 57, -55, 2325
22, 58, 3, 2481
22, 59, 152, 2384
22, 60, 48, 2554
22, 61, 13, 2490
22, 62, -20, 2529
22, 63, -32, 1257
22, 64, -54, 934
22, 65, -41, 872
22, 66, 17, 196
22, 67, -18, 1385
22, 68, 11, 1501
22, 69, -15, 1214
22, 70, -13, 294
22, 71, -18, 419
22, 72, -14, 479
22, 73, 0, 1683
23, 24, 6, 154
23, 25, 70, 1922
23, 26, 12, 293
23, 27, 35, 292
23, 28, -87, 79
23, 29, 113, 843
23, 30,-14, 669
23, 31, 148, 710
23, 32, -44, 586
23, 33, 18, 538
23, 34, 26, 65
23, 35, -23, 1897
23, 36, -22, 1981
23, 37, 3, 678
23, 38, 131, 1890
23, 39, 17, 1017
23, 40, 20, 251
23, 41, -58, 1599
23, 42, -14, 150
23, 43, -43, 279
23, 44, 16, 889
23, 45, 8, 389
23, 46, -52, 2003
23, 47, -61, 592
23, 48, -22, 1043
23, 49, 87, 735
23, 50, 61, 1878
23, 51, 174, 680
23, 52, -21, 634
23, 53, 13, 518
23, 54, -17, 1592
23, 55, 133, 705
23, 56, -55, 656
23, 57, -6, 1781
23, 58, 33, 1987
23, 59, 119, 1838
23, 60, -32, 2056
23, 61, 7, 1991
23, 62, -15, 2024
23, 63, -29, 708
23, 64, -48, 359
23, 65, -64, 326
23, 66, -19, 766
23, 67, -6, 807
23, 68, 5, 927
23, 69, -18, 646
23, 70, -24, 470
23, 71, -25, 357
23, 72, -29, 300
23, 73, 2, 1115
24, 25, 73, 1984
24, 26, -50, 434
24, 27, -49, 321
24, 28, 11, 97
24, 29, 119, 988
24, 30, -26, 636
24, 31, 146, 832
24, 32, -42, 474
24, 33, 126, 608
24, 34, -45, 188
24, 35, 2, 1967
24, 36, -17, 1983
24, 37, 55, 721
24, 38, -70, 1966
24, 39, -6, 1127
24, 40, 60, 119
24, 41, -178, 1688
24, 42, 0, 167
24, 43, -47, 347
24, 44, -9, 1002
24, 45, -42, 331
24, 46, -19, 2016
24, 47, -57, 480
24, 48, -10, 1189
24, 49, 67, 842
24, 50, 68, 1957
24, 51, 110, 795
24, 52, -18, 789
24, 53, -4, 416
24, 54, -38, 1689
24, 55, 168, 831
24, 56, -13, 621
24, 57, -63, 1863
24, 58, -4, 2038
24, 59, 127, 1922
24, 60, -29, 2110
24, 61, 9, 2045
24, 62, 19, 2081
24, 63, 12, 792
24, 64, -3, 500
24, 65, 6, 408
24, 66, -15, 641
24, 67, -22, 935
24, 68, -26, 1065
24, 69, -17, 751
24, 70, -7, 436
24, 71, -2, 374
24, 72, -68, 161
24, 73, -1, 1257
25, 26, -66, 1984
25, 27, -107, 2201
25, 28, -134, 1908
25, 29, 49, 1474
25, 30, -24, 1473
25, 31, -43, 2248
25, 32, -92, 2445
25, 33, -104, 1384
25, 34, -141, 1856
25, 35, 50, 109
25, 36, -22, 750
25, 37, -79, 1264
25, 38, 493, 186
25, 39, 67, 1028
25, 40, -52, 1943
25, 41, 159, 467
25, 42, -4, 1819
25, 43, -48, 2158
25, 44, 67,2416
25, 45, -19, 1724
25, 46, 37, 624
25, 47, 35, 2450
25, 48, 46, 1425
25, 49, -107, 1241
25, 50, -48, 236
25, 51, 55, 2282
25, 52, -84, 1769
25, 53, -51, 2397
25, 54, 59, 550
25, 55, -65, 2225
25, 56, 55, 1491
25, 57, 102, 292
25, 58, 196, 149
25, 59, 38, 305
25, 60, 25, 168
25, 61, 38, 120
25, 62, 65, 117
25, 63, 8, 1220
25, 64, 25, 1660
25, 65, 25, 1595
25, 66, 27, 2582
25, 67, 127, 1295
25, 68, 59, 1331
25, 69, 21, 1315
25, 70, 17, 2392
25, 71, 17, 2267
25, 72, 39, 1960
25, 73, 6, 1335
26, 27, -34, 308
26, 28, -79, 373
26, 29, 74, 697
26, 30, 6, 911
26, 31, 75,425
26, 32, 7, 745
26, 33, 20, 657
26, 34, 15, 311
26, 35, 8, 1944
26, 36, 80, 2148
26, 37, -14, 826
26, 38, 215, 1924
26, 39, 13, 997
26, 40, 1, 542
26, 41, -80, 1609
26, 42, -55, 424
26, 43, 32, 229
26, 44, 154, 611
26, 45, 38, 664
26, 46, -35, 2152
26, 47, -19, 753
26, 48, -9, 886
26, 49, 26, 745
26, 50, 102, 1905
26, 51, 55, 406
26, 52, -32, 411
26, 53, 25, 670
26, 54, -43, 1585
26, 55, 170, 417
26, 56, -20, 901
26, 57, -32, 1804
26, 58, 12, 2069
26, 59, 165, 1855
26, 60, -41, 2132
26, 61, -15, 2068
26, 62, -26, 2094
26, 63, -32, 776
26, 64, -16, 324
26, 65, -20,472
26, 66, 2, 935
26, 67, -55, 744
26, 68, -26, 815
26, 69, -24, 669
26, 70, 8, 516
26, 71, -35, 357
26, 72, -51, 590
26, 73, -1, 975
27, 28, -1, 337
27, 29, 222, 1000
27, 30, -79, 945
27, 31, 116, 582
27, 32, -21, 447
27, 33, -24, 823
27, 34, -10, 355
27, 35, 11, 2172
27, 36, -7, 2272
27, 37, 78, 969
27, 38, 59, 2160
27, 39, 29, 1259
27, 40, -19, 436
27, 41, -96, 1859
27, 42, -8, 431
27, 43, -71, 82
27, 44, 21, 724
27, 45, -18, 647
27, 46, -14, 2295
27, 47, -67, 454
27, 48, -14, 1193
27, 49, 71, 987
27, 50, 39, 2146
27, 51, 272, 529
27, 52, -29, 719
27, 53, 4, 371
27, 54, -37, 1844
27, 55, 279, 588
27, 56, -56, 931
27, 57, -40, 2047
27, 58, 44, 2271
27, 59, 239, 2102
27, 60, -55, 2339
27, 61, 32, 2274
27, 62, -40, 2306
27, 63, -45, 982
27, 64, -49, 571
27, 65, -25, 612
27, 66, -29, 635
27, 67, -2, 1022
27, 68, -14, 1112
27, 69, 15, 901
27, 70, -5, 212
27, 71, -16, 66
27, 72, -30, 468
27, 73, 6, 1279
28, 29, 235, 892
28, 30, 14, 609
28, 31, 85, 789
28, 32, 1, 564
28, 33, 4, 526
28, 34, -11, 92
28, 35, 1, 1888
28, 36, -73, 1938
28, 37, 6, 652
28, 38, 116, 1884
28, 39, -20, 1033
28, 40, -8, 174
28, 41, -184, 1602
28, 42, -51, 95
28, 43, 8, 340
28, 44, 86, 966
28, 45, -56, 318
28, 46, -63, 1964
28, 47, -131,571
28, 48, -33, 1092
28, 49, 109, 749
28, 50, 54, 1874
28, 51, 227, 758
28, 52, -32, 702
28, 53, -44, 503
28, 54, -53, 1600
28, 55, 284, 784
28, 56, 0, 595
28, 57, -37, 1779
28, 58, 6, 1967
28, 59, 201, 1837
28, 60, -66, 2038
28, 61, 46, 1973
28, 62, -26, 2008
28, 63, -27, 706
28, 64, 3, 404
28, 65, -14, 320
28, 66, -35, 736
28, 67, -44, 838
28, 68, -11, 968
28, 69, -17, 658
28, 70, 13, 491
28, 71, -31, 399
28, 72, -3, 223
28, 73, -10, 1160
29, 30, -9, 1052
29, 31, -294, 803
29, 32, -157, 1413
29, 33, -292, 635
29, 34, -261, 800
29, 35, 99, 1406
29, 36, -30, 1858
29, 37, -91, 758
29, 38, 1188, 1368
29, 39, 94, 457
29, 40, -224, 1044
29, 41, 269, 1033
29, 42, -97, 862
29, 43, -85, 925
29, 44, -106, 952
29, 45, -26, 997
29, 46, -12, 1817
29, 47, 73, 1420
29, 48, 80, 200
29, 49, -445, 410
29, 50, -158, 1337
29, 51, -328, 850
29, 52, -281, 328
29, 53, -246, 1340
29, 54, 112, 982
29, 55, -235, 778
29, 56, 186, 1055
29, 57, 157, 1237
29, 58, 250, 1590
29, 59, -404, 1275
29, 60, 128, 1638
29, 61, 106, 1579
29, 62, 145, 1591
29, 63, 102, 553
29, 64, 92, 488
29, 65, 139, 669
29, 66, 107, 1600
29, 67, 238, 230
29, 68, 135, 146
29, 69, 28, 434
29, 70, 50, 1211
29, 71, 39, 1053
29, 72, 147, 1091
29, 73, 8, 279
30, 31, 97, 1331
30, 32, 14, 1023
30, 33, 77, 417
30, 34, 94, 620
30, 35, -4, 1483
30, 36, -22, 1356
30, 37, 16,333
30, 38, -150, 1501
30, 39, -1, 904
30, 40, 72, 546
30, 41, -154, 1292
30, 42, 13, 519
30, 43, 18, 947
30, 44, 37, 1521
30, 45, -2, 307
30, 46, 36, 1400
30, 47, -129, 1027
30, 48, 2, 1216
30, 49, 33, 685
30, 50, 59, 1506
30, 51, 56, 1317
30, 52, 53, 1052
30, 53, -3, 993
30, 54, -41, 1326
30, 55, 74, 1320
30, 56, -18, 18
30, 57, -49, 1425
30, 58, -24, 1497
30, 59, 66, 1490
30, 60, -3, 1573
30, 61, 49, 1511
30, 62, -31, 1554
30, 63, -75, 546
30, 64, -35, 704
30, 65, -31, 466
30, 66, 24, 1131
30, 67, -16, 869
30, 68, -57, 1040
30, 69, -1, 627
30, 70, -21, 1070
30, 71, -5, 1005
30, 72, 10, 542
30, 73, -8, 1235
31, 32, -214, 1001
31, 33, -98, 1031
31, 34, -203, 735
31, 35, 61, 2191
31, 36, -27, 2508
31, 37, -143, 1206
31, 38, 474, 2159
31, 39, 52, 1221
31, 40, -206, 949
31, 41, 165, 1827
31, 42, -39, 848
31, 43, -52, 513
31, 44, -144, 192
31, 45, -61, 1089
31, 46, 30, 2498
31, 47, 21, 1008
31, 48, 16, 936
31, 49, 17, 1030
31, 50, -20, 2131
31, 51, -335, 70
31, 52, -46, 482
31, 53, 96, 929
31, 54, 81, 1782
31, 55, -53, 25
31, 56, 77, 1322
31, 57, 108, 2030
31, 58, 153, 2351
31, 59, 398, 2072
31, 60, 59, 2407
31, 61, 104, 2344
31, 62, 98, 2363
31, 63, 36, 1106
31, 64, 90, 672
31, 65, 121, 876
31, 66, 53, 1178
31, 67, 150, 953
31, 68, 79, 948
31, 69, 27, 978
31, 70, 25, 710
31, 71, 22, 583
31, 72, 92, 994
31, 73, 4, 1040
32, 33, -33, 1080
32, 34, 8, 643
32, 35, -3, 2433
32, 36, -5, 2375
32, 37, 3, 1180
32, 38, 171, 2435
32, 39, -5, 1598
32, 40, 38, 502
32, 41, -95, 2162
32, 42, 5, 640
32, 43, -39, 528
32, 44, 97, 1110
32, 45, 8, 731
32, 46, -77, 2424
32, 47, -146, 7
32, 48, -25, 1611
32, 49, 51, 1314
32, 50, -101, 2428
32, 51, 214, 939
32, 52, -2, 1156
32, 53, -19, 76
32, 54, -11, 2163
32, 55, 403, 1012
32, 56, -22, 1005
32, 57, -23, 2334
32, 58, 29, 2491
32, 59, 211, 2394
32, 60, -42, 2564
32, 61, 23, 2500
32, 62, -12, 2539
32, 63, -5, 1266
32, 64, -4, 942
32, 65, -40, 882
32, 66, -2, 189
32, 67, 5, 1393
32, 68, -3, 1509
32, 69, -9, 1223
32, 70, 1, 295
32, 71, 15, 423
32, 72, -51, 489
32, 73, -13, 1690
33, 34, 16, 472
33, 35, 33,1362
33, 36, 31, 1491
33, 37, 18, 174
33, 38, 294, 1358
33, 39, 11, 558
33, 40, 9, 591
33, 41, -86, 1082
33, 42, 40, 441
33, 43, -37, 788
33, 44, 34, 1224
33, 45, -32, 433
33, 46, 3, 1496
33, 47, -108, 1086
33, 48, -20, 802
33, 49, 108, 291
33, 50, -117, 1349
33, 51, 275, 1036
33, 52, 26, 669
33, 53, 50, 1025
33, 54, -49, 1088
33, 55, 347, 1015
33, 56, -51, 420
33, 57, -51, 1254
33, 58, 29, 1449
33, 59, 254, 1313
33, 60, 18, 1518
33, 61, -9, 1453
33, 62, -91, 1486
33, 63, -32, 191
33, 64, -18, 360
33, 65, -29, 211
33, 66, -10, 1238
33, 67, 15, 460
33, 68, 21, 630
33, 69, 4, 217
33, 70, -24, 1008
33, 71, -7, 889
33, 72, -65, 622
33, 73, -12, 828
34, 35, -9, 1831
34, 36, -54, 1920
34, 37, 32, 613
34, 38, 216, 1824
34, 39, 14, 956
34,40, -48, 259
34, 41, -114, 1535
34, 42, -50, 113
34, 43, -55, 336
34, 44, -14, 919
34, 45, 20, 354
34, 46, -13, 1940
34, 47, -135, 649
34, 48, 1, 1000
34, 49, 136, 673
34, 50, -49, 1813
34, 51, 348, 711
34, 52, -24, 613
34, 53, -7, 578
34, 54, -23, 1529
34, 55, 319, 728
34, 56, 8, 608
34, 57, -99, 1716
34, 58, 50, 1921
34, 59, 287, 1773
34, 60, -4, 1990
34, 61, 32, 1925
34, 62, -24, 1958
34, 63, -39, 643
34, 64, -26, 312
34, 65, -41, 260
34, 66, -38, 820
34, 67, -23, 752
34, 68, -5, 878
34,69, -23, 583
34, 70, -4, 535
34, 71, 0, 421
34, 72, -29, 309
34, 73, -5, 1069
35, 36, 6, 854
35, 37, -2, 1253
35, 38, -166, 76
35, 39, -60, 969
35, 40, -43, 1933
35, 41, 254, 381
35, 42, 10, 1801
35, 43, -3, 2125
35, 44, -15, 2354
35, 45, -24, 1721
35, 46, 4, 730
35, 47, 46, 2439
35, 48, 61, 1346
35, 49, -47, 1198
35, 50, -26, 126
35, 51, -43, 2227
35, 52, 2, 1709
35, 53, 12, 2382
35, 54, 108, 457
35, 55, -105, 2167
35, 56, -21, 1501
35, 57, 156, 191
35, 58, -92, 258
35, 59, -116, 196
35, 60, -28, 264
35, 61, -83, 227
35, 62, -12, 209
35, 63, -32, 1190
35, 64, -6, 1621
35, 65, 12, 1571
35, 66, 27, 2576
35, 67, -21, 1238
35, 68, 27, 1261
35, 69, 10, 1276
35, 70, 6, 2366
35, 71, 10, 2238
35, 72, 47, 1953
35, 73, 13, 1254
36, 37, -25, 1322
36, 38, -58, 928
36, 39, -16, 1413
36, 40, 35, 1902
36, 41, -124, 1090
36, 42, 17, 1843
36, 43, -36, 2256
36, 44, 29, 2697
36, 45, -3, 1662
36, 46, -48, 137
36, 47, -3, 2378
36, 48, -31, 1886
36, 49, 52, 1498
36, 50, -24, 975
36, 51, 102, 2521
36, 52, 11, 2076
36, 53, 65, 2349
36, 54, -28, 1186
36, 55, 99, 2489
36, 56, -39, 1374
36, 57, -50, 997
36, 58, -34, 624
36, 59, -9, 1033
36, 60, -26, 674
36, 61, -11, 661
36, 62, 15, 709
36, 63, 2, 1403
36, 64, 29, 1842
36, 65, -92, 1683
36, 66, 16,2464
36, 67, -25, 1634
36, 68, -3, 1739
36, 69, -35, 1535
36, 70, 1, 2420
36, 71, -10, 2336
36, 72, -44, 1899
36, 73, -6, 1822
37, 38, 194, 1258
37, 39, 18, 570
37, 40, -37, 679
37, 41, -47, 1009
37, 42, -13, 559
37, 43, -10, 942
37, 44, 19, 1398
37, 45, 3, 474
37, 46, 2, 1332
37, 47, -25, 1186
37, 48, 4, 904
37, 49, 41, 363
37, 50, -74, 1254
37, 51, 214, 1210
37, 52, -27, 834
37, 53, -14, 1132
37, 54, -31, 1030
37, 55, 196, 1189
37, 56, -23, 344
37, 57, -32, 1165
37, 58, -26, 1317
37, 59, 145, 1227
37, 60, -40, 1388
37, 61, 61, 1324
37, 62, -30, 1360
37, 63, 12, 218
37, 64, 37, 534
37, 65, -112, 362
37, 66, -26, 1324
37, 67, 3, 554
37, 68, -20, 725
37, 69, -15, 324
37, 70, -6, 1142
37, 71, 12, 1035
37, 72, -19, 699
37, 73, -3, 912
38, 39, 164, 940
38, 40, -305, 1936
38, 41, 427, 335
38, 42, 48, 1799
38, 43, -124, 2111
38, 44, -104, 2319
38, 45, -15, 1729
38, 46, 133, 806
38, 47, 286, 2440
38, 48, 82, 1299
38, 49, -657, 1180
38, 50, -126, 50
38, 51, -710, 2197
38, 52, -487, 1677
38, 53, -422, 2382
38, 54, 175, 402
38, 55, -1411, 2135
38, 56, -218, 1518
38, 57, 262, 133
38, 58, 419, 334
38, 59, -654, 123
38, 60, 236, 333
38, 61, 132, 301
38, 62, 372, 279
38, 63, 237, 1181
38, 64, 191, 1604
38, 65, 292, 1566
38, 66, 230, 2582
38, 67, 364, 1208
38, 68, 159, 1222
38, 69, 114, 1261
38, 70, 113, 2358
38, 71, 114, 2226
38, 72, 365, 1958
38, 73, 31, 1204
39, 40, -15, 1135
39, 41, 239, 615
39, 42, 0, 965
39, 43, 3, 1200
39, 44, -13, 1388
39, 45, 20, 991
39, 46, 21, 1365
39, 47, 39, 1604
39, 48, 61, 476
39, 49, -63, 284
39, 50, -45, 916
39, 51, -60, 1257
39, 52, -19, 741
39, 53, -32, 1534
39, 54, 78, 588
39, 55, -104, 1197
39, 56, -43, 915
39, 57, 117, 814
39, 58, -91, 1137
39, 59, -116, 861
39, 60, -37, 1189
39, 61, -61, 1128
39, 62, 5, 1144
39, 63, 14, 373
39, 64, 19, 688
39, 65, 35, 723
39, 66, 14, 1769
39, 67, 31, 268
39, 68, 100, 327
39, 69, 1, 375
39, 70, 12, 1466
39, 71, 14, 1322
39, 72,7, 1170
39, 73, 5, 430
40, 41, -98, 1672
40, 42, 51, 182
40, 43, 1, 466
40, 44, 37, 1120
40, 45, 12, 240
40, 46, -49, 1941
40, 47, -65, 507
40, 48, 11, 1243
40, 49, 164, 851
40, 50, -1, 1931
40, 51, 108, 913
40, 52, -39, 873
40, 53, 34, 458
40, 54, -27, 1680
40, 55, 243, 947
40, 56, -113, 529
40, 57, 9, 1839
40, 58, -6, 1989
40, 59, 300, 1899
40, 60, -19, 2063
40, 61, 50, 1998
40, 62, -70, 2036
40, 63, -12, 782
40, 64, -29, 558
40, 65, -64, 414
40, 66, 3, 647
40, 67, -4, 966
40, 68, 4, 1107
40, 69, -17, 761
40, 70, -18, 526
40, 71, -14, 484
40, 72, -53, 49
40, 73, -2, 1304
41, 42, 179, 1521
41, 43, 99, 1805
41, 44, 162, 1985
41, 45, 58, 1483
41, 46, 120, 993
41, 47, 181, 2168
41, 48, -150, 965
41, 49, -124, 872
41, 50, 149, 304
41, 51, -115, 1867
41, 52, 123, 1344
41, 53, 34, 2104
41, 54, -181, 95
41, 55, -321, 1802
41, 56, -29, 1309
41, 57, -359, 203
41, 58, -273, 606
41, 59, -357, 246
41, 60, -71, 635
41, 61, -298, 585
41, 62, -22, 583
41, 63, -67, 895
41, 64, -52, 1293
41, 65, 40, 1281
41, 66, -87, 2319
41, 67, -230, 880
41, 68, -194, 887
41, 69, -42, 957
41, 70, -141, 2062
41, 71, -148, 1923
41, 72, 30, 1699
41, 73, -4, 872
42, 43, 100, 428
42, 44, 27, 1031
42, 45, 0, 241
42, 46, -33, 1869
42, 47, -31, 646
42, 48, -21, 1061
42, 49, 186, 681
42, 50, 2, 1790
42, 51, 54, 823
42, 52, 0, 706
42, 53, 18, 583
42, 54, -58, 1523
42, 55, 85, 842
42, 56, 26, 506
42, 57, -55, 1696
42, 58, -44, 1876
42, 59, 33, 1755
42, 60, 12, 1947
42, 61, 28, 1882
42, 62, -16, 1917
42, 63, -9, 626
42, 64, -27, 378
42, 65, -46, 243
42, 66, -23, 804
42, 67, -44, 786
42, 68, -21, 926
42, 69, -35, 590
42, 70, -8, 585
42, 71, -8, 493
42, 72, -17, 228
42, 73, -11, 1122
43, 44, -55, 666
43, 45, -25, 658
43, 46, -57, 2273
43, 47, -4, 536
43, 48, -23, 1116
43, 49, 156, 933
43, 50, -28, 2095
43, 51, 71, 464
43, 52, 48, 639
43, 53, 39, 452
43, 54, -35, 1787
43, 55, 148, 517
43, 56, -5, 934
43, 57, -21, 1995
43, 58, -8, 2232
43, 59, 85, 2049
43, 60, -8, 2299
43, 61, 17, 2234
43, 62, -49, 2264
43, 63, -1, 938
43, 64, -94, 512
43, 65, -43, 580
43, 66, 17, 717
43,67, -18, 957
43, 68, -3, 1040
43, 69, -5, 850
43, 70, 5, 286
43, 71, -5, 128
43, 72, -44, 504
43, 73, -12, 1204
44, 45, 9, 1273
44, 46, -31, 2684
44, 47, 72, 1116
44, 48, -2, 1063
44, 49, 183, 1212
44, 50, -41, 2289
44, 51, 294, 208
44, 52, -62, 647
44, 53, 13, 1043
44, 54, -19, 1935
44, 55, 67, 208
44, 56, -10, 1512
44, 57, -39, 2188
44, 58, -33, 2523
44, 59, 101, 2227
44, 60, -3, 2577
44, 61, 11, 2515
44, 62, -30, 2532
44, 63, -3, 1293
44, 64, 34, 864
44, 65, 12, 1068
44, 66, 9, 1275
44, 67, -25, 1121
44, 68, -28, 1099
44, 69, 8, 1163
44, 70, 6, 815
44, 71, 18, 712
44, 72, -7, 1163
44, 73, -4, 1167
45, 46, -33, 1701
45, 47, 60, 735
45, 48, -15, 1187
45, 49, 83, 721
45, 50, -69, 1727
45, 51, -91, 1065
45, 52, 14, 903
45, 53, 12, 694
45, 54, -29, 1500
45, 55, 168, 1082
45, 56, 13, 291
45, 57, -65, 1639
45, 58, -11, 1763
45, 59, 87, 1701
45, 60, -11, 1838
45, 61, 3, 1774
45, 62, -122, 1814
45, 63, 15, 620
45, 64, -22, 550
45, 65, -45, 328
45, 66, -13, 858
45, 67, -18, 870
45, 68, -33, 1030
45, 69, -19, 637
45, 70, 0, 763
45, 71, 37, 703
45, 72, -45, 242
45, 73, 0, 1231
46, 47, -7, 2427
46, 48, -23, 1831
46, 49, 14, 1475
46, 50, 13, 854
46, 51, -55, 2514
46, 52, 44, 2053
46, 53, 39, 2393
46, 54, -26, 1088
46, 55, 20, 2478
46, 56, -1, 1418
46, 57, -49, 883
46, 58, -15, 492
46, 59, -65, 915
46, 60, -3,538
46, 61, -16, 529
46, 62, -3, 575
46, 63, -17, 1392
46, 64, 10, 1840
46, 65, -39, 1695
46, 66, -16, 2521
46, 67, -71, 1599
46, 68, -35, 1693
46, 69, -39, 1520
46, 70, 7, 2451
46, 71, 3, 2359
46, 72, -10, 1941
46, 73, -9, 1762
47, 48, -40, 1618
47, 49, 101, 1320
47, 50, 24, 2433
47, 51, 14, 946
47, 52, 131, 1163
47, 53, 35, 83
47, 54, -85, 2169
47, 55, 34, 1019
47, 56, -40, 1009
47, 57, -63, 2340
47, 58, -67, 2496
47, 59, -91, 2400
47, 60, -30, 2569
47, 61, 16, 2505
47, 62, -26, 2544
47, 63, -61, 1272
47, 64, 8, 949
47, 65, 43, 888
47, 66, 5, 182
47, 67, -52, 1400
47, 68, -20, 1516
47, 69, 7, 1229
47, 70, -11, 301
47, 71, 24, 430
47, 72, -37, 493
47, 73, -1, 1697
48, 49, -41, 541
48, 50, -1, 1262
48, 51, -30, 991
48, 52, 27, 493
48, 53, -19, 1538
48, 54, 42, 899
48, 55, -76, 911
48, 56, -2, 1221
48, 57, 85, 1165
48, 58, -63, 1553
48, 59, -83, 1194
48, 60, -12, 1592
48, 61, -56, 1537
48, 62, -23, 1542
48, 63, -44, 688
48, 64, -5, 688
48, 65, -6, 860
48, 66, -15, 1799
48, 67, -25, 349
48, 68, -16, 180
48, 69, 12, 589
48, 70, 9, 1403
48, 71, 7, 1244
48, 72, 34, 1289
48, 73, 4, 104
49, 50, -116, 1162
49, 51, 166, 1055
49, 52, -63, 578
49, 53, 122, 1251
49, 54, 47, 858
49, 55, 78, 1009
49, 56, -3, 692
49, 57, 84, 1062
49, 58, 100, 1331
49, 59, 433, 1115
49, 60, 38, 1392
49, 61, 104, 1328
49, 62, 65, 1352
49, 63, 24, 146
49, 64, 22, 423
49, 65, 9, 438
49, 66, 9, 1484
49, 67, 129, 192
49, 68, 52, 361
49, 69, 5, 91
49, 70, 8, 1191
49, 71, 14, 1051
49, 72, 0, 888
49, 73, 6, 550
50, 51, 45, 2171
50, 52, 14, 1649
50, 53, 27, 2374
50, 54, -20, 363
50, 55, 183, 2107
50, 56, -85, 1523
50, 57, -16, 101
50, 58, -20, 384
